Locality_ID,Geosite_Name,Expert_Class,Confidence,Expert_Reasoning
loc_00037,Taghia N’Ait Hammou Gorges,Easy,Low,"El Ouali et al. 2025, 'Inventory and quantitative assessment of geosites and geodiversity sites of the Tinghir-Dades-Imilchil area' (Int. J. Geoheritage & Parks 13(4):652-670) -- confirmed real (independently verified via web search), confirmed to cover this 25-site regional cluster, abstract confirms touristic potential rated high/very-high for all 25 sites (none low). Full text paywalled; per-site georoad claims from an AI research pass were NOT independently verifiable and one such claim was directly contradicted by this project's own Dist_to_Highway_m (a different site in the same claimed batch, loc_00038, was called 'on a georoad' despite being 13.2km from any paved road) -- so class here is based on confirmed paper membership + real GIS distance, not the unverified specific wording. Dist_to_Highway_m=25m -- essentially roadside. NOTE: Perplexity's claim of a '2-hour walk from Zaouiat Ahansal' appears to conflate this site with a different, more famous 'Taghia' gorge/climbing village near Zaouiat Ahansal in the BMK region (~30km away, independently researched earlier this session as genuinely remote) -- not used here given the real GIS distance contradicts it."
loc_00024,Ait Aritane Panoramic view,Easy,Medium,"El Ouali et al. 2025, 'Inventory and quantitative assessment of geosites and geodiversity sites of the Tinghir-Dades-Imilchil area' (Int. J. Geoheritage & Parks 13(4):652-670) -- confirmed real (independently verified via web search), confirmed to cover this 25-site regional cluster, abstract confirms touristic potential rated high/very-high for all 25 sites (none low). Full text paywalled; per-site georoad claims from an AI research pass were NOT independently verifiable and one such claim was directly contradicted by this project's own Dist_to_Highway_m (a different site in the same claimed batch, loc_00038, was called 'on a georoad' despite being 13.2km from any paved road) -- so class here is based on confirmed paper membership + real GIS distance, not the unverified specific wording. Dist_to_Highway_m=44m, strongly consistent with roadside access."
loc_00020,Todgha Gorges,Easy,High,"Famous tourist destination: paved road access, shared taxis from Tinghir (~30 min), main loop hikeable without a guide (multiple tourism sites, Wikiloc)."
loc_00026,Tamtetoucht Red beds,Moderate,High,"Well-maintained asphalt road runs ~20km from Todgha Gorge north to the village, but winding mountain road (multiple travel guides, YouTube drive video)."
loc_00023,Msemrir Red Beds,Moderate,High,Tarmac road ends at Msemrir village itself; travel onward to Imilchil is rocky piste requiring 4x4 (regional travel guides) -- village itself paved-accessible.
loc_00038,Tilmi Folds,Difficult,Low,"Dist_to_Highway_m=13179m (~13.2km) -- genuinely remote high-syncline terrain. One AI source claimed this was roadside/Easy via an unverifiable specific georoad claim that directly contradicts this real distance; a second independent source (Gemini) called it Difficult requiring 4x4/extended trekking, consistent with the real GIS distance. Going with the GIS-consistent assessment."
loc_00039,Ait Attou Oumoussa Jurassic strata,Moderate,Low,"El Ouali et al. 2025, 'Inventory and quantitative assessment of geosites and geodiversity sites of the Tinghir-Dades-Imilchil area' (Int. J. Geoheritage & Parks 13(4):652-670) -- confirmed real (independently verified via web search), confirmed to cover this 25-site regional cluster, abstract confirms touristic potential rated high/very-high for all 25 sites (none low). Full text paywalled; per-site georoad claims from an AI research pass were NOT independently verifiable and one such claim was directly contradicted by this project's own Dist_to_Highway_m (a different site in the same claimed batch, loc_00038, was called 'on a georoad' despite being 13.2km from any paved road) -- so class here is based on confirmed paper membership + real GIS distance, not the unverified specific wording. Dist_to_Highway_m=997m -- right at the edge of roadside access; one source called this Moderate ('short walk from unpaved tracks'), which better matches the real distance than the alternate 'Easy' claim."
loc_00027,Ait Hani Triassic salt cave,Difficult,Medium,"Ait Hani has active hand-worked salt mines; miners descend into the mine manually six days a week (Al Jazeera, Deposits Mag) -- village reachable, cave/mine access itself a manual descent."
loc_00055,Akhiam cave,Moderate,High,"Well-documented tourist cave near Agoudal: waterfall + uphill walk + cave system, described as accessible 'even to families' (Berber Trails), organized circuits exist."
loc_00028,Ighrem N’Ougdal Middle Jurassic strata,Easy,Medium,"El Ouali et al. 2025, 'Inventory and quantitative assessment of geosites and geodiversity sites of the Tinghir-Dades-Imilchil area' (Int. J. Geoheritage & Parks 13(4):652-670) -- confirmed real (independently verified via web search), confirmed to cover this 25-site regional cluster, abstract confirms touristic potential rated high/very-high for all 25 sites (none low). Full text paywalled; per-site georoad claims from an AI research pass were NOT independently verifiable and one such claim was directly contradicted by this project's own Dist_to_Highway_m (a different site in the same claimed batch, loc_00038, was called 'on a georoad' despite being 13.2km from any paved road) -- so class here is based on confirmed paper membership + real GIS distance, not the unverified specific wording. Dist_to_Highway_m=73m, strongly consistent with roadside access."
loc_00050,Late Jurassic theropod tracks,Moderate,Medium-High,Well documented in Royal Society Open Science / NHM coverage; Isli Fm tracksites reached via off-road desert/steppe terrain; a tourism 'Dinosaur Trail' product exists (Zig Zag Tours).
loc_00019,Ait Ali Ou-Ikkou Red beds,Difficult,Medium,"Directly named in the academic tracksite paper as the 'AAK syncline' locality, reached by researchers overland, no paved access indicated."
loc_00048,Msadrid ridge,Difficult,Medium,"Part of the diapiric ridge system (Tasraft, Tassent, Ikkou, Amagmag) described in a BSGF structural-geology paper as remote field-study terrain."
loc_00049,Ait Ali Ou Ikkou's diapirsm,Difficult,Medium,Same diapiric ridge system context as loc_00048.
loc_00044,Dolerite dykes and sills,Difficult,Low-Medium,Same remote Imilchil diapir/magmatic field-site context as the Msadrid ridge cluster.
loc_00018,Imelouan Folds,Easy,Medium,"El Ouali et al. 2025, 'Inventory and quantitative assessment of geosites and geodiversity sites of the Tinghir-Dades-Imilchil area' (Int. J. Geoheritage & Parks 13(4):652-670) -- confirmed real (independently verified via web search), confirmed to cover this 25-site regional cluster, abstract confirms touristic potential rated high/very-high for all 25 sites (none low). Full text paywalled; per-site georoad claims from an AI research pass were NOT independently verifiable and one such claim was directly contradicted by this project's own Dist_to_Highway_m (a different site in the same claimed batch, loc_00038, was called 'on a georoad' despite being 13.2km from any paved road) -- so class here is based on confirmed paper membership + real GIS distance, not the unverified specific wording. Dist_to_Highway_m=6m, strongly consistent with roadside access."
loc_00051,Vertebrate tracks in the Isli Formation,Moderate,Medium,"Same academic tracksite literature as the theropod-tracks cluster (Isli Fm ichnosites, remote field access)."
loc_00046,Meandering Melloul river,Moderate,Medium,"The Assif Melloul's source is at Akhiam cave (Berber Trails), same walking-trail access as loc_00055."
loc_00054,Tassent ridge,Difficult,Medium,"Directly named as one of four diapiric ridges in the BSGF paper on Imilchil salt tectonics; remote structural feature, field-access only."
loc_00052,Traces of Selenichnites- Tilmi syncline,,Low,SKIP -- no independent access description found despite Tilmi commune existing.
loc_00040,Redbeds,Easy,Medium,"El Ouali et al. 2025, 'Inventory and quantitative assessment of geosites and geodiversity sites of the Tinghir-Dades-Imilchil area' (Int. J. Geoheritage & Parks 13(4):652-670) -- confirmed real (independently verified via web search), confirmed to cover this 25-site regional cluster, abstract confirms touristic potential rated high/very-high for all 25 sites (none low). Full text paywalled; per-site georoad claims from an AI research pass were NOT independently verifiable and one such claim was directly contradicted by this project's own Dist_to_Highway_m (a different site in the same claimed batch, loc_00038, was called 'on a georoad' despite being 13.2km from any paved road) -- so class here is based on confirmed paper membership + real GIS distance, not the unverified specific wording. Dist_to_Highway_m=147m. Two independent sources both matched this to the same specific paper entry ('Ait Ali Ou-Ikkou Red beds'), a real cross-tool convergence on site identity, though the georoad specifics remain unverified beyond that."
loc_00047,Sedimentary patterns,,Low,"SKIP -- too generic a name, no independent source."
loc_00045,Fairy chimneys,,Low,SKIP -- no Morocco/Imilchil-specific results found (only France/Cappadocia matches).
loc_00053,Traces of Crocodylopodus meijidei,Moderate,Medium,"Well documented in paleontology literature as an Isli Fm ichnosite near Imilchil, same remote field character as other tracksites."
loc_00041,Intraformational unc,,Low,SKIP -- no independent source found.
loc_00017,Lac Tislit,Moderate,High,"Located ~20km from Imilchil, easily accessible by paved road, has a lakeside camping area (moroccogreentours.com)."
loc_00043,Tisli Lake,Moderate,High,"Duplicate/variant spelling of Lac Tislit, same source and classification."
loc_00042,Isli Lake,Difficult,High,"Per the same source, located 10km further along a rocky path beyond Tislit -- more secluded, harder road, experienced driver recommended."
loc_00250,Jurassic tabular structures,,Low,"SKIP -- too generic a name, no independent source specific to this feature."
loc_00016,Tridactyl footpreints,Difficult,Medium,"Midelt/Boulemane cluster (Tizi N'Talghemt geoheritage inventory, Springer Geoheritage 2025): geological sites accessible by rough piste road, 4x4 vehicles recommended, on the Midelt-Merzouga route through the Tizi n'Talrhamt pass (1885m)."
loc_00015,Rhizocorallium burrows,Difficult,Medium,Same Tizi N'Talghemt cluster and rough-piste access as loc_00016.
loc_00013,Limestone-marls  seq.,Difficult,Medium,Same Tizi N'Talghemt cluster and rough-piste access as loc_00016.
loc_00012,Th. Burrows,Difficult,Medium,Same Tizi N'Talghemt cluster and rough-piste access as loc_00016.
loc_00011,Current ripples,Difficult,Medium,Same Tizi N'Talghemt cluster and rough-piste access as loc_00016.
loc_00010,Bioclastic limestone,Difficult,Medium,Same Tizi N'Talghemt cluster and rough-piste access as loc_00016.
loc_00009,Synsedimentary Fd,Difficult,Medium,Same Tizi N'Talghemt cluster and rough-piste access as loc_00016.
loc_00008,Turbidite/tempesitie,Difficult,Medium,Same Tizi N'Talghemt cluster and rough-piste access as loc_00016.
loc_00007,Fault mirror,Difficult,Medium,Same Tizi N'Talghemt cluster and rough-piste access as loc_00016.
loc_00006,Tension joints & veins,Difficult,Medium,Same Tizi N'Talghemt cluster and rough-piste access as loc_00016.
loc_00014,Horst-graben structures,Difficult,Medium,Same Tizi N'Talghemt cluster and rough-piste access as loc_00016.
loc_00073,Lake Aguelmame Sidi Ali,Moderate,High,"On/near the paved RN13 (Azrou-Errachidia road), ~50km from Midelt via Timahdite; part of Khenifra National Park; explicitly described as isolated/away from crowds but road-reachable (Evaneos, Wikipedia)."
loc_00756,Ediacaran dyke structures,Moderate,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible."""
loc_00757,Ediacaran-Lower Cambrian contact,Moderate,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible."""
loc_00758,"Lower Cambrian ""Brèche à Micmacca""",Moderate,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible."""
loc_00759,Middle Cambrian Paradoxides-type trilobites,Moderate,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible."""
loc_00760,Middle Cambrian regression sequences,Moderate,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible."""
loc_00761,Lower Ordovician oncolite structures,Moderate,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible."""
loc_00762,Middle Ordovician burrows and oolitic iron,Moderate,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible."""
loc_00763,Upper Ordovician bioturbation and karstification,Moderate,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible."""
loc_00764,Upper Ordovician sequences and faults,Moderate,High,"El Ouali et al. 2026, Int. J. Geoheritage & Parks 14(1):127-146 (open access, DOI 10.1016/j.ijgeop.2026.01.003) -- Section 4.3 states directly: ""the nine geosites are logistically convenient; they can be visited in one to two days and are easily accessible on foot from the Imiter mining road, which connects to the N10 national road to the north. This provides convenient access for students and researchers."" All 9 sites require walking (1.5-4.8km from paved N10 per Dist_to_Highway_m) from an accessible mining road, not roadside/drive-up -- Moderate rather than Easy despite the paper calling it ""easily accessible."""
loc_00765,Visean–Infra-Cenomanian unconformity,Easy,Medium,"OSM/Nominatim reverse geocoding places this point directly on RN10 (tagged highway=primary), within the 'Nouvelle Tinghir' area of Ouaklim village, caïdat de Toudgha -- the entrance to the Tinghir-Todra Gorge corridor, independently documented by multiple tourism/hiking sources (Wikipedia, Komoot, travel guides) as a paved route ~15km/~20min drive from Tinghir. Source paper (El Ouali et al., 2026b) not accessible online to confirm its own access description."
loc_00766,Quaternary fluvial terraces,Easy,Medium,"OSM/Nominatim reverse geocoding places this point directly on RN10 (highway=primary) within Ouaklim village/Nouvelle Tinghir, same paved Tinghir-Todra Gorge corridor as loc_00765. Source paper (El Ouali et al., 2026b) not accessible online for its own access description."
loc_00767,Infra-Cenomanian gypsum & Quaternary travertine,Easy,Medium,"OSM/Nominatim reverse geocoding places this point directly on RN10 (highway=primary) within Ouaklim village/Nouvelle Tinghir, same paved corridor as loc_00765/766. Source paper (El Ouali et al., 2026b) not accessible online for its own access description."
loc_00768,Cenomanian–Turonian lithified and flint-rich limestone,,,"OSM/Nominatim shows only an unclassified local track here (still within Ouaklim village bounds), not a named/paved road. Source paper (El Ouali et al., 2026b) not indexed on ScienceDirect/ResearchGate/Google; no Wikiloc/Komoot/tourism coverage found for this specific stop. Insufficient independent evidence beyond the GIS distance figure; left unlabeled rather than guess."
loc_00769,Senonian–Neogene basalt unconformity,,,"1.5km from the highway per GIS, likely up a hillside away from Ouaklim village. No independent source found: the source paper (El Ouali et al., 2026b) is not indexed/accessible online, and no hiking/tourism source covers this specific location. Left unlabeled."
loc_00770,Neogene volcano-sedimentary deposits,,,"2.2km from the highway per GIS, farthest of the 7 sites, presumably highest on the stratigraphic traverse. No independent source found beyond the unreachable source paper and general regional tourism pages that do not reach this specific stop. Left unlabeled."
loc_00771,Paleocene fossiliferous limestone,,,"1.9km from the highway per GIS. Same search limitations as loc_00769/loc_00770 -- source paper not accessible online, no independent trail/tourism source found for this exact point. Left unlabeled."
loc_00747,Plain of Fezouata Shales,Easy,Medium,"Fezouata Shales outcrop cluster (Ternata Plain, geosites TER-PAL01-03) in Lahmidi (2021 PhD thesis, Fac. Sciences Rabat, underlying Lahmidi et al. 2020 Bani Geopark inventory, open access via toubkal.imist.ma/handle/123456789/33359). Source states several outcrops lie 'a moins de 100m de la route goudronnee' and that easy access is why fossil vendors dig there freely; 1.3km to highway fits this easily-accessed subset."
loc_00748,Fossiliferous outcrop of Fezouata Shales 1,Moderate,Medium,Part of the same Fezouata Shales outcrop cluster (Lahmidi 2021 thesis). The source explicitly flags one outcrop of this group (TER-PAL03) as having comparatively 'acces plus difficile' than the roadside sites. At 2.8km from the paved road this outcrop requires an unpaved-track stretch beyond the near-road outcrops.
loc_00749,Fossiliferous outcrop of Fezouata Shales 2,Easy,Medium,"Within the Fezouata Shales cluster (Lahmidi 2021 thesis), which states some outcrops (e.g. TER-PAL03) sit 'a moins de 100m de la route goudronnee.' At 577m from the highway, this outcrop matches that near-road, easily reached subset."
loc_00750,Fossiliferous outcrop of Fezouata Shales 3,Moderate,Medium,"Northernmost/most remote outcrop of the Fezouata Shales cluster (Lahmidi 2021 thesis). At 4.7km from the paved road it lies well beyond the roadside outcrops, consistent with the source's note that some Fezouata outcrops (TER-PAL03) have comparatively difficult, off-road access."
loc_00751,Block1: Condensed series / Block 2: Hardground,Moderate,Medium-High,"Matches the 'Bloc greseux de Zini' geosite pair in Lahmidi (2021 thesis): BEN-STR02 described as a 'serie condensee' and BEN-STR03 as a 'hard-ground siliciclastique', both noted as being in direct contact with the BEN-PAL01 Fezouata fossil outcrop. Reached via track off the Zagora-area roads, same general access class as the adjacent fossil sites."
loc_00752,Desert landforms 1,Moderate,Medium,"Matches the erg/reg geomorphological geosite category in Lahmidi (2021 thesis): source states these desert-landform sites are 'plus loin de la route goudronnee. Cependant, toutes ces zones sont facilement abordables depuis des pistes par des voiture tout terrain' (farther from pavement but easily reached by 4x4 off-road vehicle via track) -- standard desert-tour access, consistent with this site's 10km remoteness from any paved road."
loc_00753,Desert landforms 2,Moderate,Medium,"Same erg/reg geomorphological geosite category (Lahmidi 2021 thesis), which notes sites like ELI-GEO01 are 'pas loin de cette route nationale' yet still reached via piste/off-road vehicle rather than pavement. At 1.8km from the highway this fits that closer-in subset of desert-landform geosites."
loc_00754,The members of the first Bani are horizontal,Easy,High,"Matches geosite TAG-GEO03 in Lahmidi (2021 thesis): a Premier Bani cuesta observation point explicitly stated to be 'un paysage bien visible depuis de nombreux endroits le long de la route nationale qui connecte Tagounite a M'hamid El Ghizlane' -- i.e. visible and reached directly from the paved N9 national road, matching this site's 540m distance to the highway."
loc_00755,The first Bani constitutes a natural bar that blocks sand deposits,Easy,High,"Near-verbatim match to geosite TER-GEO04 in Lahmidi (2021 thesis), described as 'une barriere naturelle qui bloque l'action de vent' -- the same 'natural bar blocking sand' framing as the geosite name. The source notes a tourist camp was installed at this site specifically because of the sand accumulations, indicating routine vehicle/tour access despite being off the paved road (2.5km)."
loc_00454,wadi Ziz canyon,Easy,High,"Within the Gorges du Ziz, traversed directly by the paved N13 highway (~55km Errachidia-Kerrandou) with marked lookout points/photo stops along the road itself; described as a must-do scenic drive (dangerousroads.org, Voyage-Maroc, Hertz Morocco 'Wonders of Ziz Valley')."
loc_00455,Hammat Moulay Ali Cherif,Easy,High,"Developed thermal spa resort overlooking the Ziz gorges, with pools and sanitary blocks, 10dh entrance, recently renovated (Medias24, Sept 2024 'La station thermale Moulay Ali Cherif fait peau neuve'); organized day tours run there from Casablanca, confirming vehicle road access."
loc_00456,Hassan Addakhil Dam Lake,Easy,High,"Named, well-documented reservoir/lake just outside Errachidia on the Ziz; multiple tourism sources describe a walking trail down to the lake edge and it as a standard scenic stop on the Errachidia-Erfoud route (ThirdRockTourist, Expedia attraction listing, Wikipedia Ziz Gorges, dangerousroads.org)."
loc_00457,Tunnel Zaabel,Easy,High,"The Tunnel du Légionnaire/Zaabel (built by the French, 1927-28) is a passage carved directly into the N13 highway through the gorge -- it IS the road (2m to highway confirms this); documented as a standard photo stop for anyone driving the gorge (zizvalley.com, maroc.eklablog.net, Wikipedia Ziz Gorges)."
loc_00458,Ziz Valley Ait Atmane,Easy,Medium,"Ait Atmane is one of 8 roadside ksour (villages) strung along the paved Gorges du Ziz corridor between the Zaabel tunnel and Hassan Addakhil dam (multiple Ziz Valley travel guides); at least one hotel (Palma Ziz) is located in the village per booking listings, confirming vehicle road access."
loc_00459,Waterfall,,Low,"No credible independent source found naming/describing a waterfall at this exact location near Ait Atmane. Searched 'cascade vallee du Ziz', 'chute d'eau Ait Atmane', Wikiloc, Wikipedia Ziz Gorges/Ziz River, dangerousroads.org -- no match. Left unlabeled."
loc_00772,Geosite 1,,,"Cited source is Milu et al. 2019 (Geoheritage of the Anti-Atlas, Morocco), presented as a POSTER (confirmed via Univ. Bucharest symposium program) at Geosciences in the 21st Century, pp.126-130. Full text/figures blocked by ResearchGate anti-bot on all access attempts; no mirror found elsewhere. Because the paper was a poster (likely just a locator map, no per-site table), site identity and access could not be recovered from any real source. Left unlabeled rather than guessed."
loc_00773,Geosite 2,,,Same Milu et al. 2019 poster source as loc_00772 (full text inaccessible). No independent source found describing this specific point's identity or access. Left unlabeled.
loc_00774,Geosite 3,,,"Same Milu et al. 2019 poster source (inaccessible). Sits essentially on a paved road (Dist_to_Highway_m=3) but proximity alone is a GIS artifact, not a substitute for knowing what the site is; no description of the actual feature found. Left unlabeled."
loc_00775,Geosite 4,Moderate,Medium,"Milu et al. 2019 poster (full text now available): Figure 3 shows ""Outcrop of Late Ediacaran stromatolites on the left side of the road Ouarzazate-Zagora, at about 25 km from Ouarzazate."" loc_00775 is 15.6km from Ouarzazate along the correct SE bearing toward Zagora (lon/lat both shift toward Zagora direction) -- same road, roadside outcrop per the poster text, though the stated distance (25km) is somewhat farther than the GPS-derived 15.6km; Dist_to_Highway_m=324m is consistent with a roadside stop."
