Locality_ID,Geosite_Name,Expert_Class,Confidence,Expert_Reasoning
loc_00235,Gabbroic intrusion of Taghia-n-Ait Boulmane,Moderate,Medium,Same carriageway-plus-trail-network context as loc_00239.
loc_00234,Karstic landscapes Taghia-n-Ait Boulmane,Moderate,Medium,Same carriageway-plus-trail-network context as loc_00239.
loc_00238,Taghia-n-Ait Boulmane gorges,Moderate,Medium,Same carriageway-plus-trail-network context as loc_00239.
loc_00231,Dinosaur bone deposi tat Agard-n-Sgat,,Low,"SKIP -- no specific independent source found under this name, only generic Azilal-region dinosaur/museum results."
loc_00227,Folded marly limstones of the Bine El OuidaneII  Fm,,Low,"SKIP -- mentioned generically in geosite inventories, no standalone access description."
loc_00229,Chaos alteration of gabbros,,Low,"SKIP -- part of the Idemrane geosite cluster per the Taguelft paper, no separate access text found."
loc_00226,Sills of Idemrane,Easy,Medium-High,"Taguelft syncline paper describes the Idemrane geosite (greenish-yellowish gabbro sills) as having a documented panoramic view directly from the R306 road, same context as loc_00225."
loc_00228,Fossil wood of the Azilal Fm,,Low,"SKIP -- listed in geosite inventories only, no independent tourism/trail source."
loc_00285,"Canyon Moudj, Foum El Ancer",Moderate,Medium-High,"Confirmed via Wikiloc 'Best Hiking Trails in Foum el Anser' collection plus a specific 'Cascade foum anser Trail' waterfall hike -- actively used, named, marked-trail destination."
loc_00248,Moudj Canyon,Moderate,Medium-High,Same confirmed Wikiloc marked-trail destination as loc_00285.
loc_00284,"Jbel Taçmit, Foum El Ancer",Difficult,Medium,"Wikiloc trail for 'Jbel Tassemit (2247m) - Beni Mellal,' a mountain 8km from Beni Mellal with a marked hiking route (also on peakery.com); elevation cited there (2247m) doesn't exactly match our 2010m, flagging possible same-name/nearby-peak mismatch."
loc_00280,"Ain Asserdoune,  Béni Mellal city",Easy,High,"Extensively documented (Aujourd'hui.ma, MAP Tourisme, CNT.ma): classified national heritage site since 1947, urban park with cascades, paved pedestrian paths, playgrounds, within Beni Mellal city limits."
loc_00247,Ain Asserdoune-Tamgnounte,Easy,High,Same well-documented urban heritage park as loc_00280.
loc_00314,Spring of Ain Asserdoune,Moderate,Medium,Distinct from the Beni Mellal city park -- covered under a regional NE-geopark thesis (ResearchGate) inventorying local springs developed for geo-ecotourism/hiking circuits by local associations; no site-specific access detail beyond regional context.
loc_00283,"Sources d'Ouchrah, Tagzirte",Moderate,Medium,Named explicitly in the NE-geopark thesis as a geopatrimonial site; Tagzirte has tourist hiking circuits organized by local associations.
loc_00249,Taghbaloute- n- Ouhlima,Easy,High,"Well documented as 'Taghbalout,' a known local tourist destination ~2km from El Ksiba on route R317, springs/streams, multiple YouTube videos, listed on top10place.com as a recreation site."
loc_00281,"Taghbaloute-n- Ouhlima, El Ksiba city",Easy,High,Same well-documented local tourist destination as loc_00249.
loc_00282,"Ain Tamda,  Zaouit Cheikh city",Easy,High,"Documented as 'Park Ain Tamda,' known local tourist spot near Zaouiat Cheikh (Wikimedia Commons photo, YouTube videos, tourism-association video, Arabplaces listing)."
loc_00076,Famennian Zebra griottes limestones of Ziyar,Moderate,Medium,"Devonian geosites of Azrou-Khenifra Basin paper (ScienceDirect 2024) ranks Ziyar among top-3 geosites for scientific value near Mrirt/El Kbab; no explicit road/trail text, inferred same access class as Bou Ounabdou."
loc_00075,Famennian Griottes limestones of Bou Ounabdou,Moderate,Medium,"Same Devonian geosites paper locates Bou Ounabdou 4km SE of Mrirt township -- short distance from a real town, reached via local roads/tracks, no tourism infrastructure but not remote wilderness."
loc_00074,Frasnian-Famennian Kellwasser black limestones of Bou Ounabdou,Moderate,Medium,Same Bou Ounabdou / 4km from Mrirt context as loc_00075.
loc_00233,Basaltic flow B1,Moderate,Medium,"Part of the Taguelft syncline's inventoried Middle Jurassic magma-body cluster (intrusions/sills/dykes/basaltic flows), reached via the same regional road network (R306 area) as the confirmed Idemrane sites (Louz et al. 2022, Int. J. Geoheritage and Parks)."
loc_00229,Chaos alteration of gabbros,Moderate,High,"Same locality as the confirmed Idemrane intrusion (~590m away): 'onion peel exfoliation... chaos' description matches directly; Idemrane is described as 'one of the most frequented sites by hikers in the last six years,' with a panoramic view from the R306 road (Louz et al. 2022)."
loc_00231,Dinosaur bone deposi tat Agard-n-Sgat,Moderate,Medium,"Agard-n-Sgat is at/near Jbel Sgat, a secondary geosite in the Taguelft syncline inventory with dinosaur bones/footprints in Guettioua Fm microconglomerates; secondary (not tertiary) geosite status implies some off-road hiking (Louz et al. 2022)."
loc_00236,Dyke of Taguelft,Moderate,Medium,"Namesake feature of the Taguelft syncline paper: a doleritic dyke intersecting the Guettioua Fm, in the same accessible syncline-floor zone as the confirmed Idemrane/Ait Boulmane sites reached via a 5.5km carriageway (Louz et al. 2022)."
loc_00227,Folded marly limstones of the Bine El OuidaneII  Fm,Moderate,Medium,"Directly tied to the Idemrane-area stratigraphy (Idemrane sills are 'interstratified in Bine El Ouidane II Fm'), same road-accessible cluster (Louz et al. 2022)."
loc_00228,Fossil wood of the Azilal Fm,Moderate,High,"Explicitly the Idemrane geosite's paleobotanical component ('wood fossils... recovered at the top of the Azilal Fm at the Idemrane geosite'), same access as the confirmed Idemrane hiking site (Louz et al. 2022)."
loc_00291,Massive oncolitic limestones of Fm BIII ( beginning of Middle-Upper regression),Easy,High,"Confirmed roadside stop on the paved R304, part of the formal Bin El Ouidane dam geo-itinerary explicitly described as doable 'by car or on foot,' 4km from the tunnel (Louz et al., Bine El Ouidane dam geo-itinerary paper)."
loc_00230,Red facies of the Guettioua Fm,Moderate,Low-Medium,"Guettioua Fm red-beds facies crossed by roads in the same syncline (e.g. the Ait Boulmane carriageway); no source pinpoints this exact sub-unit, inferred from regional formation-access pattern -- lower confidence, flagged explicitly."
loc_00296,The first basalt flow (the major effusive event of Middle Jurassic),Moderate,Medium-High,"Directly cited in the Bin El Ouidane dam geo-itinerary paper ('the first basaltic episode B1... caps its summit'), one of eight sites highlighted for 'accessibility, touristic attraction and trekking opportunities' -- summit-capping implies a short trek beyond the roadside stops."
loc_00726,Imi-n-Ifri natural bridge,Easy,High,"Multiple travel guides (Take Your Backpack, Atlas Nomads, Tripadvisor) confirm a paved road accessible year-round from Demnate (~6km) with public transport options; the bridge itself is a short 1-2hr walk from parking, no special skill needed."
loc_00727,"Dinosaur footprints, Iwariden",Easy,High,"prehistoire-du-maroc.com (Iroutlane-Iwariden site page) states the trackway is located ""about fifteen meters from the road"" near the marabout of Sidi Boielkhalf, i.e. essentially roadside."
loc_00728,Jbel Rat ascension,Difficult,Medium,"Peakery/PeakVisor/FastestKnownTime confirm a 3781m summit reached via the village of Agansou; travel descriptions note trails are ""not marked or maintained,"" recommending a local guide or GPS track -- a real, non-technical but remote high-mountain trek marketed as a multi-day ascension by trekking agency GEEKTRIP."
loc_00729,Jbel M'Goun ascension,Very Difficult,High,"Wikiloc routes (""trek ascension M'Goun 4068,"" ""Jbel Mgoun 4071m - Ait Bouguemaz"") describe a 4-day trek from Ait Bougmez to the Tarkeddit plateau, with a 4-6hr summit day along a ridge sustained above 4000m; second-highest peak in Morocco."
loc_00730,Ait Bouguemez valley trek,Moderate,High,"Trekking operators (climbingtoubkal.com, takeyourbackpack.com) rate the trail ""moderate""; valley floor is wide and flat with day-walk options between villages (Tabant, Agouti), reachable by public bus from Marrakech."
loc_00731,"Dinosaur footprints, Ibakaliwine",Easy,Medium,"Travel-guide description (pinyourfootsteps.com et al.) places the footprints inside the village of Ibaqalliwn near Tabant, reached via a stone staircase (~30 steps) through a tunnel, or a 20-minute drive/1hr walk from Tabant center -- signposted with an information board."
loc_00732,Hiking lake Izoughar,Moderate,Medium,"Lonely Planet and Wikiloc (""Ait bouguemaz -> lac izoughar"") describe an 11km round-trip hike from the village, ""pleasant hiking anytime of the year"" -- a real but manageable day hike."
loc_00733,Jbel Azourki ascension,Difficult,Medium,"Wikiloc trails for Jbel Azourki (3677m) are rated Moderate-to-Difficult technical grade; can be done as a one-day trek starting ~1850m altitude, ~25km by car from Tabant village -- significant elevation gain, no technical climbing required."
loc_00734,Taghia sources,Very Difficult,High,"UKClimbing destination guide and SummitPost/Pin Your Footsteps both describe Taghia village as ""accessible only on foot,"" one of the most isolated regions of the Atlas; reaching the gorges/sources takes ~6hrs hiking (often with donkeys), with associated climbing routes graded TD (Tres Difficile)."
loc_00735,Cliffs of Ait Abdi Plateau,Moderate,Medium,"Extrem-Sud trekking guide notes a modern bridge (inaugurated 2019) now allows vehicle crossing of the Assif Ait Abdi gorge, followed by a ~1km trail along the wadi to mountain shelters (azibs) and a hairpin ascent onto the plateau for trekking routes -- real hiking effort but not extreme."
loc_00736,Hiking around Imsfran Cathedral,Moderate,Medium,"pinyourfootsteps.com describes it as ""a wonderful half-day hike""; bewilderedinmorocco.com recommends hiring a local guide if not an experienced mountain hiker. Located ~15km from Tilouguite village, Azilal province."
loc_00737,Panoramic view of the Bin El Ouidane dam,Easy,High,"Serenity Morocco Tours / Morocco Magics describe the dam and Widiane terrace viewpoints as reachable directly by the paved provincial road from Beni Mellal/Azilal, with parking available -- no hiking required."
loc_00738,Panoramic view of the Tadla plain,Easy,Medium,"Regional tourism sources describe the Afourer-Bin El Ouidane road as offering a ""much appreciated"" panoramic view over the Tadla plain; consistent with the site sitting just off a paved route (277m to nearest highway), a roadside viewpoint rather than a hike."
loc_00484,"Red layers, layers of gypsum, interstratified basalt flow B2",Moderate,Medium,"Rais et al. 2021 (Bine El Ouidane geo-itinerary paper) describe this exact formation reached via 'several quiet walking trails' that take 'a few hours' to cross the red layers/gypsum/basalt outcrops down toward the lake; sits at the roadside (8m to highway) but requires a real walk to explore, consistent with project's Moderate calibration for short-hike outcrops."
loc_00485,Houses and the granaries cover the summits of the red brick hills surrounding the lake,Moderate,Medium,"Rais et al. 2021 describe Berber douars and ~30 granaries (Tighremt/Ksar) 'perched on limestone slopes and hills' around the Bin El Ouidane dam as an itinerary stop; visiting means climbing to hilltop settlements, though close to the road (103m)."
loc_00486,Silty and sandstone strata tracks of footprints of theropod and sauropod dinosaurs,Moderate,Medium,"Documented dinosaur trackway site (also published independently in Ichnos 2006, site '1BO') described as 'close to the shores of the Bin el Ouidane reservoir'; featured as a stop in Rais et al. 2021's itinerary. Short walk from road (223m) to lakeside outcrop, no technical difficulty."
loc_00487,Cross-stratification and current ripples of Guettioua and Jbel Sidal Fms,Moderate,Medium,"Part of the Rais et al. 2021 Bine El Ouidane 65km geo-itinerary explicitly designed to be 'done by car or on foot'; the Guettioua/Jbel Sidal Fm outcrop is a described stop within that drivable+walkable circuit, 483m off the paved road."
loc_00488,Troglodyte construction of the Ait Aloui and Ait Izza douars,Difficult,Medium,Rais et al. 2021 describe this troglodyte granary (itinerary 'stop 7') as built into a limestone cliff face '10m from the river bed' with a single entrance; it is the farthest site from the highway in this group (2294m). Cliff-face location makes it more demanding than the other lakeside stops.
loc_00408,Fairy chimneys of Assamar,Difficult,Medium,"Matches Bouzekraoui et al. 2018 (Aït Bou Oulli valley geomorphosite inventory), which explicitly lists 'fairy chimneys in Assamar' alongside canyons, scree slopes and badlands. Independent travel guides describe the Aït Bou Oulli valley as reached only via ~80km of gravel/piste road from Azilal requiring 4x4, with treks starting on a steep downhill mountainside; consistent with the site sitting 923m from the nearest paved road."
loc_01194,Ouled Abdoun,Difficult,Medium,"Matches Noubhani 2015 (in Errami et al., 'From Geoheritage to Geoparks') chapter on Moroccan phosphate geotourism, centered on the Ouled Abdoun basin near Khouribga. Coordinates fall ~15km SE of Khouribga, within the active OCP mining concession area (not misplaced, just geologically distinct from the Atlas sites). OCP guided tours of the phosphate mines require 2-4 weeks advance permission per industry/tourism sources, so casual/independent access to the phosphate exposures is restricted despite moderate road proximity (1939m)."
loc_00489,Spring of Ain El Ghazi,Easy,Medium,"Ait Barka et al. 2022 (Quaestiones Geographicae 41(3):87-109) lists 'Spring of Ain El Ghazi' among the overflow resurgences 'along the northern border of the study area' grouped with Ain Orbiaa and Ain Asserdoune, stating these springs 'have a great tourist, scientific and religious importance.' The paper explicitly notes the paired resurgence Ain Asserdoune 'is located in the city of Beni Mellal' with major visitor infrastructure (it is the city's namesake park spring); independent web sources describe Ain Ghazi as a douar/spring immediately southeast of Beni Mellal's kasbah, i.e. on the built-up edge of the city itself."
loc_00490,Canyon of Hansala,Difficult,Medium,"Listed in Ait Barka et al. 2022's geosite table as 'Canyon of Hansala' (code TAGkar005) in rural Tagzirt commune. Unlike Oribaa, Moudj, and Tanougha, Hansala was NOT selected by the authors for any of their five 'easy access' geotouristic itineraries, implying it is comparatively harder to reach/traverse than those sites. A real hiking destination 'Zaouia Hansala' is listed on Wikiloc's outdoor-trails directory for the region, consistent with it requiring dedicated trail travel rather than roadside viewing; it also has the largest Dist_to_Highway of the 11 sites, consistent with (not the basis of) this remoteness."
loc_00493,Ruiniformes Landscapes of Oribaa,Moderate,High,"Ait Barka et al. 2022 give this site (BEMkar009) a dedicated geotouristic itinerary: 'The first proposed itinerary is 7 km, a walking route that starts from the town of Beni Mellal to the karstic landscapes of Orbiaa... It can be done by car, bicycle, and geo-hiking in half a day.' A real walk/hike is required but it is a well-defined half-day route reachable by multiple means, not a remote expedition."
loc_00495,Caves of Ain El ghazi,Moderate,Medium,"Ait Barka et al. 2022 list 'Caves of Ain El ghazi' (FOAkar011) as part of the same Ain el Ghazi ruiniform cluster shown in their Fig. 9, captioned as showing 'the different shapes of the ruiniform landscapes of the Ain el Ghazi site' from several vantage points plus a panoramic view over Beni Mellal city -- i.e. an on-foot excursion through varied rock terrain immediately adjacent to the city, with no mention of technical climbing or long remote approach."
loc_00497,Ruiniformes Landscapes of Tassemit,Moderate,Medium,"Ait Barka et al. 2022 list 'Ruiniformes Landscapes of Tassemit' (Beni Mellal commune) among the karst ruiniform sites, in the same broad karren/ruiniform belt as Oribaa but described as occurring 'especially at high altitudes, near Tassemit Mountain' -- higher and less developed for tourism than the Oribaa itinerary (no dedicated easy-access route proposed for it in the paper), consistent with requiring a real uphill walk rather than a roadside stop, but not flagged as technically difficult."
loc_00500,Spring of Tamoudjout,Moderate,High,"Ait Barka et al. 2022's fourth itinerary ('Tanougha itinerary,' 11 km) is explicitly routed through this area: 'which can be done by car, bicycle and on geo-hiking... The itinerary proposed also the area of Tamoudjout where the visitor can express himself through beautiful mountain views and resurgence.' Multiple access modes exist but the itinerary is framed primarily as a geo-hiking route through mountain terrain."
loc_00501,Spring of Ouchrah,Moderate,High,"Ait Barka et al. 2022 list 'Spring of Ouchrah' (Tagzirt commune) with the highest 'additional value' score of any site in their inventory, tied with the well-known, easily-visited Ain Asserdoune city park spring. Independent tourism sources describe 'Ouchrah/Tagzirt' (locally promoted as a 'paradise valley') as roughly 25-30 km / ~30 min from Beni Mellal via a route reported as mostly paved with a short unpaved track section, and it is a popular filmed/visited destination (numerous public travel videos), consistent with real but non-technical access."
loc_00502,Panoramic view of Beni Mellal city,Easy,Medium,"Coordinates fall within ~2 km of the Ain El Ghazi site cluster. Ait Barka et al. 2022's Fig. 9(c) is explicitly captioned 'Panoramic view of the Ain el Ghazi site and city of Beni Mellal,' i.e. a viewpoint over the city documented by the paper's own photography as part of the same accessible, near-city cluster; Dist_to_Highway (62 m) is consistent with (not the basis of) a roadside viewpoint."
loc_00503,Caves of the cliffs of Timoulilte,Difficult,Medium,"Ait Barka et al. 2022's Fig. 10(a) documents 'Caves of the cliffs of Timoulilte' among the cliff-cave (Tighramt) group, which the paper describes via the historian Gautier (1925) as collective granary-fortresses 'formed naturally in very rugged relief, invisible to their enemies' -- i.e. deliberately built into difficult, hard-to-reach cliff faces for defensive purposes, and the paper notes these caves still 'require a reform related to visitor safety.'"
loc_00504,Cave of the cliffs of Tanougha,Moderate,Medium,"Ait Barka et al. 2022's Fig. 10(c) documents 'Cave of the cliffs of Tanougha' among the same rugged cliff-cave (Tighramt) group described as defensively inaccessible. However, the village of Tanougha itself lies on the paper's fourth geotouristic itinerary ('can be done by car, bicycle and on geo-hiking'), so reaching the general area is feasible by multiple modes even though the final approach to the cliff cave itself requires scrambling on rugged relief."
loc_00505,Cave of Foum El Ancer,Moderate,Medium,"Ait Barka et al. 2022's Fig. 10(e-f) documents 'Cave of Foum El Ancer' and a view from inside it, noting caves of 'Foum el ancer and El ksiba area are the deepest' in the study area (up to ~5 m high), within the same rugged-relief cliff-cave group. A real, named hiking trail ('Cascade foum anser') is listed on Wikiloc for this location, indicating it is reached via a marked hike rather than direct road access, but is a known, walkable destination rather than a technical/remote site."
loc_00378,The natural bridge of Imin Ifri,Easy,High,"All 3 independent sources agree: M'Goun Geopark + Kchikach et al. 2024 (Geosciences) give exact matching coordinates for Imin-n-Ifri natural bridge, R307 passes through it, built stairs/path. Dist_to_Highway_m=2m, fully consistent."
loc_00379,The dinosaur geosites of Iouaridène,Easy,High,"2/3 sources agree with matching specifics: Kchikach et al. 2024 states Iwariden is ~20m from the R302 (matches real 18m). M'Goun Geopark confirms the site, notes a protected enclosure (site management, not an access barrier)."
loc_00382,Paleo-dam of Tizi-n-Tighza,Moderate,Medium,2/3 sources (Gemini + ChatGPT) agree Moderate; ChatGPT cites M'Goun Geopark ('accessible by 4x4 track') independently corroborated by a geomorphology paper (Bussard et al.) describing the road connecting Ait Bouguemez to Demnate crossing this feature.
loc_00385,"Ait Attab synclinal, Bougal (Taghia)",Difficult,High,"ChatGPT found the specific M'Goun Geopark entry for 'Bougal (Taghia)' near Abachkou, explicitly distinguished from the well-known Taghia climbing village elsewhere: 'accessible via Zaouiat Ahançal by 4x4 track followed by a 3-hour walk.' Consistent with Dist_to_Highway_m=6590m. All 3 tools independently avoided the Taghia name-collision trap this time."
loc_00387,The Ouzoud waterfalls,Easy,Medium,"Mixed but real: Gemini + Perplexity say Easy (Geopark: paved road, on-site parking, matches 320m distance); ChatGPT says Moderate (Komoot rates the waterfall-viewing loop itself as a real hike). Likely both true -- parking/entrance is Easy, viewing the falls involves a real walk. Going with the majority + GIS-consistent class for reaching the site itself."
loc_00388,"The ""Cathedral"" Mastfrane",Moderate,Medium,"2/3 sources (Gemini + ChatGPT) agree Moderate; ChatGPT cites M'Goun Geopark 'Imsfrane Cathedral' 2-3hr visit, amateur hikers reach the base. Perplexity's alternate 'Difficult, 15km track' claim looks like a scale mismatch given Dist_to_Highway_m=1243m (1.2km, not 15km)."
loc_00389,Talmst Ride,Difficult,Low,"ChatGPT found a specific but coordinate-uncertain match (M'Goun Geopark 'Talmest Anticlinal Ridge', 2-3hr Moderate visit, confidence reduced due to coordinate mismatch); Gemini independently says Difficult. Going with the GIS-consistent conservative class (Dist_to_Highway_m=5037m, ~5km, genuinely remote) given the real source's own coordinate uncertainty."
loc_00392,Footprints of the carnivorous dinosaur (Tridactyl),Moderate,Low,"Perplexity cites Fodor's Ait Bougmez Valley guide describing Ibaklliwne dinosaur-footprint access via a ~1.5km track (matches Dist_to_Highway_m=1640m reasonably); Gemini independently lands on Moderate too. ChatGPT couldn't confirm which specific named site this is -- genuine identity uncertainty, but terrain-type classification is consistent across 2 tools."
loc_00704,Izourhar lake,Difficult,Medium,"2/3 sources (Gemini + ChatGPT) agree Difficult; ChatGPT cites a specific Wikiloc route (17km loop, 5h42min, rated Difficult) and Lonely Planet ('remote', 11km hike) for 'Lac Izoughar' -- some spelling uncertainty vs 'Izourhar' (Perplexity flagged this and left blank), but Dist_to_Highway_m=5106m strongly supports genuine remoteness regardless of exact name match."
loc_00705,Ibakliwn 1,Moderate,Medium,"2/3 sources (ChatGPT + Perplexity) independently converge on the SAME specific description (Fodor's Ait Bougmez guide: track ~1.5km past the schoolhouses to hillside footprints) -- more convincing than Gemini's generic 'built platform, AllTrails' claim. Dist_to_Highway_m=819m is consistent."
loc_00706,Ibakilwn 2,Moderate,Medium,Same convergent source as loc_00705 (ChatGPT + Perplexity both cite the Fodor's Ait Bougmez track-to-hillside description for the same Ibakliwn footprint cluster).
