Locality_ID,Geosite_Name,Expert_Class,Confidence,Expert_Reasoning
loc_00136,Hearts of Tata,,Low,"SKIP -- confirmed as a named geomorphosite in tourism framing but no coordinates or access description retrieved."
loc_00096,Alougoum Pyramid,Easy,Medium,"Likely matches Messalite Caves, documented as 7km north of Tata, accessible on foot from the road (visitruralmorocco.com) -- flagged: coordinates place this ~40km SW of Tata near Akka, possible mismatch, use with caution."
loc_00097,Messalite cave,Easy,Medium,"Same Messalite Caves source and coordinate-mismatch caveat as loc_00096."
loc_00120,Tagragra of Akka inlier,,Low,"SKIP -- purely a geological/mineralogical research subject (gold deposits, U-Pb dating), no tourism/access source found."
loc_00135,Badlands of Akka,Moderate,Medium,"Coordinates match academic paper's Badlands of Akka geomorphosite exactly, part of the geotourism valorization study."
loc_00103,Akka water gap,Easy,High,"Akka is a well-documented oasis town with tourist infrastructure (palm grove, fortified villages); cliffs of Agouliz reachable on foot ~1h30 round trip; multiple 4x4 tour operators route through Akka."
loc_00127,Targant gorge,,Low,"SKIP -- no independent source found (distinct from Targant water gap, also unfound)."
loc_00088,Akka badlands,Moderate,Low-Medium,"Same Badlands of Akka / Hearts of Tata cluster context, ambiguous combined label."
loc_00089,Tata hearts,Moderate,Low-Medium,"Same ambiguous combined-label cluster as loc_00088."
loc_00090,Imitek Karsts,Moderate,Medium,"Same feature as loc_00137, Karsts of Imitek."
loc_00137,Karsts of Imitek,Moderate,Medium,"Coordinates match academic paper exactly: 'about 30km west of Tata city'; distance given but no explicit road-type/4x4 statement."
loc_00112,Desert mermaid,,Low,"SKIP -- no independent source found under this name."
loc_00113,Tata oyster,,Low,"SKIP -- no independent source found under this name."
loc_00114,Akka Phillyrea,,Low,"SKIP -- no independent source found under this name."
loc_00102,Tata water gap,Easy,Medium,"Tata is the provincial capital, real city with paved N12 national road connections east to Akka and west to Foum Zguid ('the Pink City') -- inferred from town status, not a direct feature citation."
loc_00125,Agouliz gorge,Moderate,High,"Located ~26km from Tata along the paved R109 road toward Issafen-Ihgerm-Taroudant; from Agouliz village, 1h30 round trip on foot along the oued to reach the gorges/cliffs (visitruralmorocco.com)."
loc_00126,Aygou gorge,Moderate,Medium,"Described alongside Agouliz as 'the equally impressive Aygou gorges, located in the same general region' -- same source as loc_00125."
loc_00118,Aigou inlier,,Low,"SKIP -- no specific access source beyond the general Aygou/Agouliz region mention."
loc_00119,Tanmrout inlier,,Low,"SKIP -- no independent source found."
loc_00107,Tizgui Ida Ou Baloul water gap,,Low,"SKIP -- confirmed as a real village but no hiking/trail/access source found."
loc_00101,Sidi Rezzoug water gap,,Low,"SKIP -- a Sidi Rezzoug shrine exists nearby but the water-gap feature itself and its access are unconfirmed."
loc_00117,Agouliz inlier,Moderate,Medium,"Same cluster/access as Agouliz gorge (loc_00125) -- paved R109 road to village, 1h30 foot approach."
loc_00138,Issafen's Flatiron,Moderate,Medium-High,"Coordinates match academic paper exactly; Issafen is a real village reachable via the paved R109 road (same road serving Agouliz)."
loc_00093,Issafen chevrons,Moderate,Medium-High,"Same Issafen village / paved R109 access as loc_00138."
loc_00091,Issafenflat-irons,Moderate,Medium-High,"Same Issafen village / paved R109 access as loc_00138."
loc_00132,Foum Zguid mesa,Easy,Medium,"Foum Zguid is a real desert-gateway town on the paved N12 highway, base for many 4x4/tour operators; hiking beside the Tamantt River offered directly from town."
loc_00116,Tagragra of Tata inlier,,Low,"SKIP -- purely a structural-geology research subject (U-Pb zircon dating), no tourism/access source found."
loc_00110,Targant water gap,,Low,"SKIP -- no independent source found."
loc_00100,Tissint water gap,Easy,High,"Very well documented tourist site: 69-70km east of Tata via paved N12 (~1hr drive), saltwater waterfalls/natural pools, popular organized day-trip destination from Tata/Foum Zguid."
loc_00124,Tagmout gorge,,Low,"SKIP -- naming collision risk: a well-documented 'Tagmout' near Taliouine appears to be a different, more northerly place than these coordinates; too risky to cite."
loc_00109,Rokan water gap,,Low,"SKIP -- no independent source found."
loc_00108,Ibn Yaakoub water gap,,Low,"SKIP -- no independent source found."
loc_00111,Alougoum water gap,Moderate,Medium,"Alougoum Oasis is real, located north of Foum Zguid, accessible by taking the road heading due north from Foum Zguid town; road exists but not confirmed paved."
loc_00134,Foum Zguid stream,Easy,Medium,"Coordinates match academic paper's Foum Zguid geomorphosite exactly, noted for proximity to the national road network."
loc_00099,Foum Zguid water gap,Easy,Medium,"Same Foum Zguid town/national-road-network context as loc_00134."
loc_00123,Aguinane gorge,Difficult,Medium-High,"'Green Island' oasis reachable via paved road from Akka Ighane or a dramatic 4x4 mountain pass; descent into the hanging valley involves rough gravel and maximum exposure; has an operating auberge at the bottom."
loc_00122,Tlit gorge,,Low,"SKIP -- no independent source found."
loc_00121,Alougoum gorge,Moderate,Medium,"Same Alougoum oasis cluster as loc_00111, road access from Foum Zguid."
