Locality_ID,Geosite_Name,Dist_to_Highway_m,Draft_Accessibility_Class,Expert_Label_Raw,Expert_Class,Expert_Reasoning,Slope_deg,Confidence
loc_00148,Low coast of the SBEI of Jbel Moussa and islands,196.6698298964402,Easy,Moderate to Difficult,,"UNBLANKED 2026-08-14: prior value was a legacy GIS-distance-formula label with no real citation (audit found 30.8% predictive accuracy vs 57%+ elsewhere, worst-performing label tier project-wide). Removed rather than kept, pending real-source relabeling.",8.03363599162461,
loc_00193,Jbel Bou Sliman,209.1697513027761,Easy,Easy,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 31/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",16.482144436310897,Medium
loc_00340,AmetrasseTertiary Fm Succession,10.038067163366277,Easy,Easy,Easy,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 28/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Chaouen-Ametrasse Georoute (site 28/41).",19.430249551139504,Medium
loc_00180,Akchour Gorge,275.0337694770054,Easy,Easy,Moderate,"PRIMARY SOURCE REPLACES LEGACY FORMULA LABEL: Aoulad-Sidi-Mhend et al. 2019, site 18 (Akchour Gorge). Text: 'located 1 km south of the Akchour Village' -- Akchour village itself has paved road access (well-known tourist destination), gorge/waterfalls reached via ~1km trail from the village. PEU/PTU both very high (88.8/85.1), consistent with a real, walkable, well-visited trail.",11.256918099934008,High
loc_00182,Ras Ma Spring,284.6485410197762,Easy,Easy,Easy,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 20/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Chaouen-Ametrasse Georoute (site 20/41).",7.30668623892886,Medium
loc_00278,The sandstone-mica flysch of the Oued Ledian coast,402.5036454645392,Easy,Easy,,"UNBLANKED 2026-08-14: prior value was a legacy GIS-distance-formula label with no real citation (audit found 30.8% predictive accuracy vs 57%+ elsewhere, worst-performing label tier project-wide). Removed rather than kept, pending real-source relabeling.",0.0,
loc_00277,Current patterns and inverted series of the Tizirène nappe at Ksar Sghir,402.5036454645392,Easy,Easy,,"UNBLANKED 2026-08-14: prior value was a legacy GIS-distance-formula label with no real citation (audit found 30.8% predictive accuracy vs 57%+ elsewhere, worst-performing label tier project-wide). Removed rather than kept, pending real-source relabeling.",0.0,
loc_00202,Tissimlane cherty limestone,463.1234138131641,Easy,Easy,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 40/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",0.4459035357179375,Medium
loc_00181,Sidi Abdel Hamid,543.3438216709716,Easy,Easy,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 19/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Chaouen-Ametrasse Georoute (site 19/41).",4.668733111095802,Medium
loc_00203,Jbel Tissouka,703.9176731679961,Easy,Easy to Moderate,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 41/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",7.051470649769116,Medium
loc_00279,Cap Malabata,778.9589857939515,Easy,Easy,,"UNBLANKED 2026-08-14: prior value was a legacy GIS-distance-formula label with no real citation (audit found 30.8% predictive accuracy vs 57%+ elsewhere, worst-performing label tier project-wide). Removed rather than kept, pending real-source relabeling.",17.228482554493652,
loc_00183,BabTazaPhtanites,802.4207440095581,Moderate,Easy,Easy,"PRIMARY SOURCE REPLACES LEGACY FORMULA LABEL: Aoulad-Sidi-Mhend et al. 2019, site 21 (Bab Taza Phtanites). Text: 'located at the E exit of the Bab Taza village towards Chrafate, at the right side of the national route 2.' Directly roadside on RN2.",8.722146051993192,High
loc_00178,Talambote Thrusting,1354.4118016626344,Easy,Moderate,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 16/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Rueda-Akchour Georoute (site 16/41).",7.457651250337794,Medium
loc_00328,Talambote bad lands,660.8828611840682,Easy,Moderate,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 15/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Rueda-Akchour Georoute (site 15/41).",16.799601930772464,Medium
loc_00318,Oued Laou Gorge,0.792039905498196,Easy,Moderate,,"UNBLANKED 2026-08-14: prior value was a legacy GIS-distance-formula label with no real citation (audit found 30.8% predictive accuracy vs 57%+ elsewhere, worst-performing label tier project-wide). Removed rather than kept, pending real-source relabeling.",29.57195376082138,
loc_00192,Raghdat Southern,1728.4856267147773,Moderate,Moderate,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 30/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",7.587224814526551,Medium
loc_00171,"Dune,beachand cliffs of Kaâ Asrascoast",1815.3255213234545,Moderate,Difficult,Easy,"PRIMARY SOURCE REPLACES LEGACY FORMULA LABEL: Aoulad-Sidi-Mhend et al. 2019, site 9 (Kaâ Asras coast). Text: 'In the hinterland of Kaâ Asras Beach, to the right side of the national road N-16 (linking Kaâ-Asras to Targha), a fossilized sand dune is well developed.' Beach+dune directly roadside on N16. Very high PTU (86.4) and very high DR (79, driven by high visitor influx) both corroborate an easily accessed, popular site.",4.384727262016444,High
loc_00276,The flute casts of Punta Cires,1819.00442981291,Easy,Moderate,,"UNBLANKED 2026-08-14: prior value was a legacy GIS-distance-formula label with no real citation (audit found 30.8% predictive accuracy vs 57%+ elsewhere, worst-performing label tier project-wide). Removed rather than kept, pending real-source relabeling.",35.82407049432999,
loc_00198,Jbel Tellouja karst,1867.5405629093048,Easy,Moderate,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 36/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",17.127058831983526,Medium
loc_00375,Fahs-Anjra (Melloussa),1886.2105461126207,Easy,Easy,,"UNBLANKED 2026-08-14: prior value was a legacy GIS-distance-formula label with no real citation (audit found 30.8% predictive accuracy vs 57%+ elsewhere, worst-performing label tier project-wide). Removed rather than kept, pending real-source relabeling.",9.311161231054548,
loc_00200,Pont de Dieu and Farda River,2110.23503645083,Easy,Difficult,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 38/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",20.172995585176487,Medium
loc_00168,Ibouharen Fold,2253.3086349465843,Moderate,Moderate,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 6/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Oued Laou Valley-Ghomara Coast Georoute (site 6/41).",31.78709800081213,Medium
loc_00191,Kodiat Sbaâ,2550.9957239238965,Moderate,Moderate,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 29/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Chaouen-Ametrasse Georoute (site 29/41).",22.09568716172704,Medium
loc_00164,Ali Thilat Dam,2721.3257837215856,Moderate,Moderate,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 1/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Oued Laou Valley-Ghomara Coast Georoute (site 1/41).",26.62379869575148,Medium
loc_00165,Quarry of blocks,3535.1765563325603,Moderate,Moderate,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 2/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Oued Laou Valley-Ghomara Coast Georoute (site 2/41). NOTE: this project's own Dist_to_Highway_m (3535m) is much larger than the 'roadside georoute' framing implies -- same class of GIS/primary-source discrepancy already flagged for Chrafate Spring (loc_00185) in this region; kept Moderate rather than Easy specifically because of this conflict, and confidence kept at Medium not High.",36.48261900049809,Medium
loc_00196,Jbel Kelti,4068.347176254003,Moderate,Moderate to Difficult,Difficult,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 34/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",20.42786817401771,Medium
loc_00185,Chrafate Spring,4068.347176254003,Moderate,Moderate to Difficult,Difficult,"PRIMARY SOURCE REPLACES LEGACY FORMULA LABEL, WITH A FLAGGED DISCREPANCY: Aoulad-Sidi-Mhend et al. 2019, site 23 (Chrafate Spring). Text: 'located in the village with the same name, very close to the N2 national road' + Accessibility criterion scored 4/4 in the paper's rubric. This directly contradicts this project's own Dist_to_Highway_m figure (4068m), which suggests either an OSM road-network gap near Chrafate village or a coordinate mismatch between the catalog point and the paper's site. Given the primary source's explicit, unambiguous statement, trusting it over the GIS figure but downgrading to Medium confidence pending a manual coordinate check -- worth flagging for the paper's methodology/limitations section as a real detected GIS-data gap, not swept under the rug. | CORRECTED 2026-08-18: shares exact coordinates with loc_00196 (Jbel Kelti, labeled Difficult) -- resolved to Difficult, consistent with this row's own Expert_Label_Raw ('Moderate to Difficult') which the original Expert_Class had not matched.",20.42786817401771,Medium
loc_00184,Bouhala Landslice,4197.509039466295,Moderate,Moderate,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 22/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Chaouen-Ametrasse Georoute (site 22/41). NOTE: this project's own Dist_to_Highway_m (4198m) is much larger than the 'roadside georoute' framing implies -- same class of GIS/primary-source discrepancy already flagged for Chrafate Spring (loc_00185) in this region; kept Moderate rather than Easy specifically because of this conflict, and confidence kept at Medium not High.",14.910861604891616,Medium
loc_00201,Oued ElKelaa Gorge and waterfall,4406.046898855246,Difficult,Difficult,Difficult,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 39/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",27.589606526359347,Medium
loc_00194,Jbel Lakraa,4450.001231683393,Easy,Difficult,Difficult,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 32/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",18.72286272371955,Medium
loc_00189,Ametrasse rocks fall,4609.436478666806,Moderate,Difficult,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 27/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Chaouen-Ametrasse Georoute (site 27/41). NOTE: this project's own Dist_to_Highway_m (4609m) is much larger than the 'roadside georoute' framing implies -- same class of GIS/primary-source discrepancy already flagged for Chrafate Spring (loc_00185) in this region; kept Moderate rather than Easy specifically because of this conflict, and confidence kept at Medium not High.",22.36104209911967,Medium
loc_00188,Jbel Chrafate,4610.412496947271,Moderate,Difficult,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 26/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Chaouen-Ametrasse Georoute (site 26/41). NOTE: this project's own Dist_to_Highway_m (4610m) is much larger than the 'roadside georoute' framing implies -- same class of GIS/primary-source discrepancy already flagged for Chrafate Spring (loc_00185) in this region; kept Moderate rather than Easy specifically because of this conflict, and confidence kept at Medium not High.",22.361042098609325,Medium
loc_00197,Khzanat Spring,5233.476765535206,Difficult,Difficult,Difficult,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 35/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",34.13303820389416,Medium
loc_00195,Oued Tassikisste Gorge,5326.048218197195,Difficult,Difficult,Difficult,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 33/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",26.68768006922461,Medium
loc_00187,Beni Derkoul Radiolarites,5569.909229666247,Moderate,Moderate to Difficult,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 25/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Chaouen-Ametrasse Georoute (site 25/41). NOTE: this project's own Dist_to_Highway_m (5570m) is much larger than the 'roadside georoute' framing implies -- same class of GIS/primary-source discrepancy already flagged for Chrafate Spring (loc_00185) in this region; kept Moderate rather than Easy specifically because of this conflict, and confidence kept at Medium not High.",20.478567525949604,Medium
loc_00169,Tirinesse Basin,5909.976284085333,Moderate,Difficult,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 7/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Oued Laou Valley-Ghomara Coast Georoute (site 7/41). NOTE: this project's own Dist_to_Highway_m (5910m) is much larger than the 'roadside georoute' framing implies -- same class of GIS/primary-source discrepancy already flagged for Chrafate Spring (loc_00185) in this region; kept Moderate rather than Easy specifically because of this conflict, and confidence kept at Medium not High.",28.700618767838936,Medium
loc_00170,Koudiat Achacha,5960.987270640443,Difficult,Difficult,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 8/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Oued Laou Valley-Ghomara Coast Georoute (site 8/41). NOTE: this project's own Dist_to_Highway_m (5961m) is much larger than the 'roadside georoute' framing implies -- same class of GIS/primary-source discrepancy already flagged for Chrafate Spring (loc_00185) in this region; kept Moderate rather than Easy specifically because of this conflict, and confidence kept at Medium not High.",13.137888816472827,Medium
loc_00186,Chrafate Alluvial Fan,6360.242097355588,Difficult,Difficult,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 24/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Chaouen-Ametrasse Georoute (site 24/41). NOTE: this project's own Dist_to_Highway_m (6360m) is much larger than the 'roadside georoute' framing implies -- same class of GIS/primary-source discrepancy already flagged for Chrafate Spring (loc_00185) in this region; kept Moderate rather than Easy specifically because of this conflict, and confidence kept at Medium not High.",25.94698968777752,Medium
loc_00199,Raghdat Arimlal,8747.813527846985,Moderate,Very Difficult,Difficult,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 37/41 is explicitly one of the '12 [sites] located on trails and forest tracks inside or near the [Talassemtane] park' -- NOT one of the 29 roadside georoute sites. Trail/forest-track access, not a paved road.",37.05495566514106,Medium
loc_00543,Boujmil spring,3246.7443121020574,,,Moderate,"A geomorphosite inventory identifies Source Boujmil at 35.761002,-5.441038, essentially identical to the supplied coordinates. Description states it is upstream of Boujmil and reached by piste, consistent with the 3247m highway distance.",29.63421271404326,High
loc_00544,Zarjoun spring,5128.95859666348,,,Moderate,"Same geomorphosite inventory identifies Source Oued Zarjoune at 35.745521,-5.432185, matching supplied coordinates; grouped with Boujmil/El Kouf as one source complex reached by piste.",23.17127078499721,High
loc_00545,Al Kouf spring,6773.259169217353,,,Moderate,"Same inventory identifies Source El Kouf at 35.714694,-5.430446, matching supplied coordinates; part of the Boujmil-Zarjoune-El Kouf group reached by piste, consistent with 6773m highway distance.",11.92287944106273,High
loc_00546,Polje of Fahs Lamhar,5257.537207137896,,,Moderate,"Two independent tools converge: a geomorphosite inventory exact-matches Polje Fahs Lmhar coordinates and cites an asphalt-road-plus-approach route; independently, a Wikiloc 'Monte Blanco - Plateau Fahs Lamhar' route and a ~1hr Seddina-to-Fahs-Lamhar hike account corroborate real, walkable access. Moderate rather than Easy since evidence describes the wider destination, not the precise polje boundary.",1.6486549590332844,High
loc_00552,Limestone pavement of Bhar Nazef,1720.1699553931105,,,Moderate,"Geomorphosite inventory coordinate-matches Bhar Nazef; a 2025 scientific study specifically investigates this closed karst depression, confirming field access, but no explicit route/road quote was found. 1.72km from paved highway with no confirmed direct vehicle route.",2.7529439577744608,Medium
loc_00553,Doline of Dersa Mountain,677.6603356896011,,,Moderate,"Geomorphosite inventory exact-coordinate-matches the Dersa Mountain dolines; grouped with the Bhar Nazef karst depression network (same 2025 study area). 678m from paved highway but no confirmed direct paved route to the doline itself; single-source inferential call, not independently corroborated.",8.235753667031695,Medium
loc_00555,Zarka spring,898.8923043881842,,,Easy,"PRIMARY SOURCE CONFIRMED (Cherai & Maate 2025, 'Geotourisme et developpement durable au sud de la ville de Tetouan', in 'Le Patrimoine Geologique du Maroc', Academie Hassan II, full text pasted by user): 'la localite Zarka... a 6km au Sud-Est de la ville de Tetouan sur la route menant aux villages de Kitane et Yerrahite' -- explicit paved-road access, easiest of two documented itineraries (route ~6km from 'pont de Coelma', second harder route on foot via Torreta/Beni Salah). Matches supplied coordinates and the earlier geomorphosite-inventory citation almost verbatim.",27.272809246162627,High
loc_00556,Taht Lghar cave,71.44397757855512,,,Moderate,"PRIMARY SOURCE CONFIRMED (Cherai & Maate 2025, same paper, full text pasted by user): explicitly places 'la grotte de Kaf Taht El Ghar' at 'moins de deux kilometres au sud-est de la localite de Zarka' -- an archaeological cave excavated since 1954 (Neolithique to historic occupation), finds now in the Tetouan archaeological museum. This resolves the earlier same-name-collision concern: confirmed to be the correct, single site near Zarka, not a different same-named cave elsewhere. Reached via the Zarka access routes (paved road ~6km, or on-foot piste via Torreta), i.e. off-road walking from the Zarka road -- Moderate remains the right class given the ~2km additional cross-country distance from the paved terminus.",6.191226510145497,High
loc_00561,Spring of Mountain Moussa,757.9250301402747,,,Moderate,"Geomorphosite inventory exact-coordinate-matches Source de Jbel Moussa. A Jbel Moussa SIBE study documents a strenuous ~6hr summit circuit from Belyounech, but the spring is not itself stated to be on that route, so Moderate is used conservatively rather than Difficult.",7.976093037969202,Medium
loc_00562,Knadel cave,963.1667595227432,,,Moderate,"Independently corroborated by two tools: a geomorphosite inventory exact-matches Grotte Knadel coordinates and cites a commercial excursion reaching the cave by road from Chefchaouen in ~35min; separately, a real Wikiloc route 'Acceso a Knadel Berra' near El Khokh describes leaving the car at 'the blue mosque' and a horizontal (non-vertical, no technical gear) caving traverse ~0.73mi.",13.563341381182344,High
loc_00568,Ifahssa old cave,1121.6696213801322,,,Moderate,"Independently corroborated: a Talassemtane ecotourism diagnostic document names an Ifahsa-Tametil-Amellil hiking route and explicitly lists accessibility/source/gite among its features; separately, 'Cascade Ifahsa' near Douar Ifahsa was independently confirmed as a real, actively-visited hiking destination (Wikiloc trail plus social-media presence) in the same Tetouan/Talassemtane area, not a same-named site elsewhere.",38.845043876390285,High
loc_00570,Travertine of Ifahsa,143.54180360623874,,,Moderate,Same corroboration as loc_00568/loc_00571: Talassemtane ecotourism diagnostic's Ifahsa-Tametil-Amellil route plus independently-confirmed real hiking/social-media destination in the same specific area.,12.953512622027434,High
loc_00571,Ifahsa spring,455.3555390297559,,,Moderate,"Same corroboration as loc_00568/loc_00570: Talassemtane ecotourism diagnostic's Ifahsa-Tametil-Amellil route (explicitly listing 'source' among its features) plus a separate Wikiloc hiking route in the same area, plus independently-confirmed real hiking/social-media destination character.",30.256984538977925,High
loc_00440,Targha mica-shist,1036.5838571111135,,,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 10/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Oued Laou Valley-Ghomara Coast Georoute (site 10/41).",4.819587773176032,Medium
loc_00441,Beni Bousera Kinzigites,233.22822977115163,,,Easy,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 12/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Oued Laou Valley-Ghomara Coast Georoute (site 12/41).",24.016769270763128,Medium
loc_00442,Tihissasse fan delta,800.5743515326036,,,Moderate,"Aoulad-Sidi-Mhend et al. 2019 (Geoheritage 11:1005-1025, full PDF obtained), Table 4: site 13/41 is one of the 29 sites explicitly stated to be 'located along... existing main communication roads... allowing the accessibility' -- part of the Oued Laou Valley-Ghomara Coast Georoute (site 13/41).",0.7238797026836816,Medium
