Locality_ID,Geosite_Name,Expert_Class,Confidence,Expert_Reasoning
loc_00363,Ain Jdid,,Low,SKIP -- no independent source found.
loc_00372,Skoura,Moderate,Medium,Hydrogeological basin/syncline 30km NE of Boulemane; academic source describes a geotrail with sinuous valley roads linking Boulemane-Skoura-El Mers.
loc_00373,Tadaout,,Low,"SKIP -- search only returned an unrelated Tadaout-Tizi n'Rsas mining district ~400km away, not the same place."
loc_00072,Lake Ifrah (Dayet Ifrah),Easy,High,"Travel source states renting a car/taxi is the most convenient way, roads usually in decent condition, only 30km drive from Ifrane, no entrance fee."
loc_00362,Jbel Bou Naceur,Very Difficult,High,Highest Middle Atlas peak (3340m); climbed from Tirnest or Tinesmet via multi-day trekking tours; summit navigation noted as genuinely difficult due to layered plateau (Wikipedia/Komoot/Alpine Journal).
loc_00070,Lake Afourgagh- charophytes tufas & gyrogonites,,Low,"SKIP -- only listed among natural sites of Sefrou province, no route/access description found."
loc_00071,Lake Aoua (Dayet Aoua),Easy,High,"15km north of Ifrane via paved RN24, ~Dh250 taxi ride, boat/bicycle/horse rental on site, popular weekend picnic destination (Lonely Planet, Tripadvisor)."
loc_00085,Taffert canyons,,Low,SKIP -- no independent source found for this specific site.
loc_00086,Aïn Sebou,Moderate,Medium,"Spring accessible from the El Menzel-Sefrou road corridor, a bridge crosses the Sebou nearby en route to El Menzel (Britannica/regional sources)."
loc_00084,GueltaTameda Lake,,Low,SKIP -- existence confirmed as a recognized geosite (natural dam/landslide lake) but no source described the road/access route.
loc_00083,Chaâra cave,Difficult,Medium-High,"Located in Tabhirte village near the Bab Louta dam/Tahala; accessing the cave often requires a hiking expedition through Tazekka park trails (foxherald, park guides)."
loc_00081,Ras El Oued cave,Moderate,Medium,"Ras El Oued waterfalls/caves ~13-20km from Taza, a known nature/hiking circuit destination reachable via a marked route (Petit Fute/regional tourism)."
loc_00082,Chaâra lapiaz,Difficult,Medium,"Same Tazekka park area as Chaâra cave, requiring park-trail hiking to reach karst pavement features."
loc_00080,Dolines of Ademame,,Low,"SKIP -- only described academically as an exokarstic geosite among northern Middle Atlas karst inventory, no access details."
loc_00078,Chiker polje,Moderate,High,"Well documented (Wikipedia Daya Chiker): 25km from Taza within Tazekka National Park, reached via N6 highway (~1.5hr from Fez), seasonal flooded/draining polje."
loc_00079,Chiker cave,Moderate,High,"Extensively documented (Gouffre du Chiker/Friouato caves): well-signposted road 25km from Taza, tarred for most of the way; guided descent via 520 concrete steps down a ~100m shaft -- organized show-cave experience."
loc_01047,Bab Bou Idir,Very Difficult,Medium,"Grotto Map places the Bab-Bou-Idir aven at 34.082661,-4.116254, a ~6m match to the supplied coordinates (34.0821,-4.1173). Entrance is 20m below road P5420, but the cave itself requires a 7m shaft, then a 5m shaft, then narrow passages to -38m -- technically demanding vertical caving. Conflicting shallower reads (Easy, from two independent runs) describe only proximity of the Bab Bou Idir village/road to the highway, not the specific aven feature these coordinates match; the coordinate-matched cave-specific source is preferred."
loc_01051,Bou Hyati,Moderate,Medium,"Official Tazekka National Park site describes the Bouhayati recreational area as an active visitor site with supervised parking and access to speleology/hiking guides; a 2025 biological paper independently records Grotte Bouhayati in the Middle Atlas. Not corroborated by other tools and exact cave-entrance coordinates unconfirmed, so confidence kept at Medium."
loc_01055,Bouslama,Moderate,Medium,"A scientific cave-locality record places Bouslama at 34.09177,-4.11207, ~1km from supplied coordinates (34.0901,-4.1134). Tazekka Park lists Grotte Bouslama as 'Facile' speleology, one day, with a guide. Because the accessibility scheme reserves 'Easy' for access without special skill/equipment, the guided-speleology-equipment requirement supports Moderate rather than Easy."
loc_01065,Gouffre Friouato,Difficult,High,"Coordinates match the documented Friouato site closely (34.104301,-4.072568 vs supplied 34.1047,-4.0725). Lonely Planet: 520 steep concrete steps with handrail to the main chamber, another 200 steps/scrambles for deeper chambers, guide + rented protective equipment needed beyond the main route. Independent operator source: ~3km route, medium/difficult grade, ~4hr; a local news report states the cave was closed to tourists after a fatal 2016 rockfall. Two of three independent sources converge on Difficult; the closure detail further supports this over a plain tourist-cave reading."
loc_01066,Grotte Chaâra,Moderate,Medium,"Scientific cave survey places Chaâra at 33.95676,-4.24581, closely matching supplied coordinates (33.9557,-4.2466), distinct from the loc_01056 name-collision entry. Tazekka Park classifies its guided speleology visit as 'Difficulté: Moyen' (Moderate), one-to-two-day guided visit. A conflicting single source described the site as involving 'difficult access' with kayaking for deeper galleries -- likely referring to extended, non-standard sections beyond the standard guided route; the official park-graded standard visit is used for the primary classification."
loc_00917,Aari Aguelmam,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd01, name 'Aari Aguelmam')."
loc_00918,Aghbalou Abrechane,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd02, name 'Aghbalou Abrechane')."
loc_00919,Aghbalou n’Brahim,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd04, name 'Aghbalou n’Brahim')."
loc_00920,Aghbalou n’Talouat,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd05, name 'Aghbalou n’Talouat')."
loc_00921,Aghbalou Ou Mançour,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd07, name 'Aghbalou Ou Mançour')."
loc_00922,Aghbalou Taddat,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd09, name 'Aghbalou Taddat')."
loc_00923,Aghbalou Tagma,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd10, name 'Aghbalou Tagma')."
loc_00924,Aguelmam Abekhane,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd12, name 'Aguelmam Abekhane')."
loc_00925,Aguelmam Afiroua,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd14, name 'Aguelmam Afiroua')."
loc_00926,Aguelmam Aghbalou Oumlil,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd15, name 'Aguelmam Aghbalou Oumlil')."
loc_00927,Aguelmam Ait Said,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd16, name 'Aguelmam Ait Said')."
loc_00928,Aguelmam Azegza,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd18, name 'Aguelmam Azegza')."
loc_00929,Aguelmam Azougouarh,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd19, name 'Aguelmam Azougouarh')."
loc_00930,Aguelmam Bou Youssef,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd20, name 'Aguelmam Bou Youssef')."
loc_00931,Aguelmam Boucherouidene,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd21, name 'Aguelmam Boucherouidene')."
loc_00932,Aguelmam Ifrighraoune,Moderate,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Medium' (book code Hyd23, name 'Aguelmam Ifrighraoune')."
loc_00933,Aguelmam Nad′Adim,Moderate,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Medium' (book code Hyd26, name 'Aguelmam Nad′Adim')."
loc_00934,Aguelmam n’Tghallouine,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd28, name 'Aguelmam n’Tghallouine')."
loc_00935,Aguelmam Ntifounassine,Moderate,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Medium' (book code Hyd29, name 'Aguelmam Ntifounassine')."
loc_00936,Aguelmam Ticharat,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd33, name 'Aguelmam Ticharat')."
loc_00937,Aguelmam Tidouit,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd34, name 'Aguelmam Tidouit')."
loc_00938,Ain Aberchaou,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd36, name 'Ain Aberchaou')."
loc_00939,Ain Ait Meziane,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd38, name 'Ain Ait Meziane')."
loc_00940,Ain Ajaabou,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd39, name 'Ain Ajaabou')."
loc_00941,Ain Akadous,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd40, name 'Ain Akadous')."
loc_00942,Ain Amernoud,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd41, name 'Ain Amernoud')."
loc_00943,Ain Atshernat,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd42, name 'Ain Atshernat')."
loc_00944,Ain Ben Smime,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd44, name 'Ain Ben Smime')."
loc_00945,Ain Dem,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd45, name 'Ain Dem')."
loc_00947,Aïn Erreha,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd47, name 'Aïn Erreha')."
loc_00948,Ain Guenaz,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd48, name 'Ain Guenaz')."
loc_00949,Ain Ighlfoun,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd49, name 'Ain Ighlfoun')."
loc_00950,Ain Ighoul,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd50, name 'Ain Ighoul')."
loc_00951,Ain Ighouzaz,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd51, name 'Ain Ighouzaz')."
loc_00952,Ain Jerjoub,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd52, name 'Ain Jerjoub')."
loc_00953,Ain Jerrah,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd53, name 'Ain Jerrah')."
loc_00954,Ain Jorf,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd54, name 'Ain Jorf')."
loc_00956,Ain Kahla 2,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd56, name 'Ain Kahla 2')."
loc_00957,Aïn Khadem,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd57, name 'Aïn Khadem')."
loc_00958,Ain Maarouf,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd59, name 'Ain Maarouf')."
loc_00959,Ain Melzit,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd60, name 'Ain Melzit')."
loc_00960,Ain Mezdou,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd61, name 'Ain Mezdou')."
loc_00961,Ain Mghirta,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd62, name 'Ain Mghirta')."
loc_00962,Aïn n’Tislit,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd63, name 'Aïn n’Tislit')."
loc_00963,Ain Ouamender,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd64, name 'Ain Ouamender')."
loc_00964,Ain Regrag,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd65, name 'Ain Regrag')."
loc_00965,Ain Sidi Rached,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd67, name 'Ain Sidi Rached')."
loc_00966,Ain Skhounate,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd68, name 'Ain Skhounate')."
loc_00967,Ain Sultane,Moderate,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Medium' (book code Hyd69, name 'Ain Sultane')."
loc_00968,Ain Takeltount,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd70, name 'Ain Takeltount')."
loc_00969,Ain Takhouwat,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd71, name 'Ain Takhouwat')."
loc_00970,Ain Talghoulat,Moderate,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Medium' (book code Hyd72, name 'Ain Talghoulat')."
loc_00971,Ain Tamzirt,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd73, name 'Ain Tamzirt')."
loc_00972,Ain Tassiwine,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd74, name 'Ain Tassiwine')."
