Locality_ID,Geosite_Name,Expert_Class,Confidence,Expert_Reasoning
loc_00736,Hiking around Imsfran Cathedral,Moderate,Medium,"pinyourfootsteps.com describes it as ""a wonderful half-day hike""; bewilderedinmorocco.com recommends hiring a local guide if not an experienced mountain hiker. Located ~15km from Tilouguite village, Azilal province."
loc_00737,Panoramic view of the Bin El Ouidane dam,Easy,High,"Serenity Morocco Tours / Morocco Magics describe the dam and Widiane terrace viewpoints as reachable directly by the paved provincial road from Beni Mellal/Azilal, with parking available -- no hiking required."
loc_00738,Panoramic view of the Tadla plain,Easy,Medium,"Regional tourism sources describe the Afourer-Bin El Ouidane road as offering a ""much appreciated"" panoramic view over the Tadla plain; consistent with the site sitting just off a paved route (277m to nearest highway), a roadside viewpoint rather than a hike."
loc_00484,"Red layers, layers of gypsum, interstratified basalt flow B2",Moderate,Medium,"Rais et al. 2021 (Bine El Ouidane geo-itinerary paper) describe this exact formation reached via 'several quiet walking trails' that take 'a few hours' to cross the red layers/gypsum/basalt outcrops down toward the lake; sits at the roadside (8m to highway) but requires a real walk to explore, consistent with project's Moderate calibration for short-hike outcrops."
loc_00485,"Houses and the granaries cover the summits of the red brick hills surrounding the lake",Moderate,Medium,"Rais et al. 2021 describe Berber douars and ~30 granaries (Tighremt/Ksar) 'perched on limestone slopes and hills' around the Bin El Ouidane dam as an itinerary stop; visiting means climbing to hilltop settlements, though close to the road (103m)."
loc_00486,"Silty and sandstone strata tracks of footprints of theropod and sauropod dinosaurs",Moderate,Medium,"Documented dinosaur trackway site (also published independently in Ichnos 2006, site '1BO') described as 'close to the shores of the Bin el Ouidane reservoir'; featured as a stop in Rais et al. 2021's itinerary. Short walk from road (223m) to lakeside outcrop, no technical difficulty."
loc_00487,"Cross-stratification and current ripples of Guettioua and Jbel Sidal Fms",Moderate,Medium,"Part of the Rais et al. 2021 Bine El Ouidane 65km geo-itinerary explicitly designed to be 'done by car or on foot'; the Guettioua/Jbel Sidal Fm outcrop is a described stop within that drivable+walkable circuit, 483m off the paved road."
loc_00488,"Troglodyte construction of the Ait Aloui and Ait Izza douars",Difficult,Medium,"Rais et al. 2021 describe this troglodyte granary (itinerary 'stop 7') as built into a limestone cliff face '10m from the river bed' with a single entrance; it is the farthest site from the highway in this group (2294m). Cliff-face location makes it more demanding than the other lakeside stops."
loc_00408,Fairy chimneys of Assamar,Difficult,Medium,"Matches Bouzekraoui et al. 2018 (Aït Bou Oulli valley geomorphosite inventory), which explicitly lists 'fairy chimneys in Assamar' alongside canyons, scree slopes and badlands. Independent travel guides describe the Aït Bou Oulli valley as reached only via ~80km of gravel/piste road from Azilal requiring 4x4, with treks starting on a steep downhill mountainside; consistent with the site sitting 923m from the nearest paved road."
loc_01194,Ouled Abdoun,Difficult,Medium,"Matches Noubhani 2015 (in Errami et al., 'From Geoheritage to Geoparks') chapter on Moroccan phosphate geotourism, centered on the Ouled Abdoun basin near Khouribga. Coordinates fall ~15km SE of Khouribga, within the active OCP mining concession area (not misplaced, just geologically distinct from the Atlas sites). OCP guided tours of the phosphate mines require 2-4 weeks advance permission per industry/tourism sources, so casual/independent access to the phosphate exposures is restricted despite moderate road proximity (1939m)."
loc_00489,Spring of Ain El Ghazi,Easy,Medium,"Ait Barka et al. 2022 (Quaestiones Geographicae 41(3):87-109) lists 'Spring of Ain El Ghazi' among the overflow resurgences 'along the northern border of the study area' grouped with Ain Orbiaa and Ain Asserdoune, stating these springs 'have a great tourist, scientific and religious importance.' The paper explicitly notes the paired resurgence Ain Asserdoune 'is located in the city of Beni Mellal' with major visitor infrastructure (it is the city's namesake park spring); independent web sources describe Ain Ghazi as a douar/spring immediately southeast of Beni Mellal's kasbah, i.e. on the built-up edge of the city itself."
loc_00490,Canyon of Hansala,Difficult,Medium,"Listed in Ait Barka et al. 2022's geosite table as 'Canyon of Hansala' (code TAGkar005) in rural Tagzirt commune. Unlike Oribaa, Moudj, and Tanougha, Hansala was NOT selected by the authors for any of their five 'easy access' geotouristic itineraries, implying it is comparatively harder to reach/traverse than those sites. A real hiking destination 'Zaouia Hansala' is listed on Wikiloc's outdoor-trails directory for the region, consistent with it requiring dedicated trail travel rather than roadside viewing; it also has the largest Dist_to_Highway of the 11 sites, consistent with (not the basis of) this remoteness."
loc_00493,Ruiniformes Landscapes of Oribaa,Moderate,High,"Ait Barka et al. 2022 give this site (BEMkar009) a dedicated geotouristic itinerary: 'The first proposed itinerary is 7 km, a walking route that starts from the town of Beni Mellal to the karstic landscapes of Orbiaa... It can be done by car, bicycle, and geo-hiking in half a day.' A real walk/hike is required but it is a well-defined half-day route reachable by multiple means, not a remote expedition."
loc_00495,Caves of Ain El ghazi,Moderate,Medium,"Ait Barka et al. 2022 list 'Caves of Ain El ghazi' (FOAkar011) as part of the same Ain el Ghazi ruiniform cluster shown in their Fig. 9, captioned as showing 'the different shapes of the ruiniform landscapes of the Ain el Ghazi site' from several vantage points plus a panoramic view over Beni Mellal city -- i.e. an on-foot excursion through varied rock terrain immediately adjacent to the city, with no mention of technical climbing or long remote approach."
loc_00497,Ruiniformes Landscapes of Tassemit,Moderate,Medium,"Ait Barka et al. 2022 list 'Ruiniformes Landscapes of Tassemit' (Beni Mellal commune) among the karst ruiniform sites, in the same broad karren/ruiniform belt as Oribaa but described as occurring 'especially at high altitudes, near Tassemit Mountain' -- higher and less developed for tourism than the Oribaa itinerary (no dedicated easy-access route proposed for it in the paper), consistent with requiring a real uphill walk rather than a roadside stop, but not flagged as technically difficult."
loc_00500,Spring of Tamoudjout,Moderate,High,"Ait Barka et al. 2022's fourth itinerary ('Tanougha itinerary,' 11 km) is explicitly routed through this area: 'which can be done by car, bicycle and on geo-hiking... The itinerary proposed also the area of Tamoudjout where the visitor can express himself through beautiful mountain views and resurgence.' Multiple access modes exist but the itinerary is framed primarily as a geo-hiking route through mountain terrain."
loc_00501,Spring of Ouchrah,Moderate,High,"Ait Barka et al. 2022 list 'Spring of Ouchrah' (Tagzirt commune) with the highest 'additional value' score of any site in their inventory, tied with the well-known, easily-visited Ain Asserdoune city park spring. Independent tourism sources describe 'Ouchrah/Tagzirt' (locally promoted as a 'paradise valley') as roughly 25-30 km / ~30 min from Beni Mellal via a route reported as mostly paved with a short unpaved track section, and it is a popular filmed/visited destination (numerous public travel videos), consistent with real but non-technical access."
loc_00502,Panoramic view of Beni Mellal city,Easy,Medium,"Coordinates fall within ~2 km of the Ain El Ghazi site cluster. Ait Barka et al. 2022's Fig. 9(c) is explicitly captioned 'Panoramic view of the Ain el Ghazi site and city of Beni Mellal,' i.e. a viewpoint over the city documented by the paper's own photography as part of the same accessible, near-city cluster; Dist_to_Highway (62 m) is consistent with (not the basis of) a roadside viewpoint."
loc_00503,Caves of the cliffs of Timoulilte,Difficult,Medium,"Ait Barka et al. 2022's Fig. 10(a) documents 'Caves of the cliffs of Timoulilte' among the cliff-cave (Tighramt) group, which the paper describes via the historian Gautier (1925) as collective granary-fortresses 'formed naturally in very rugged relief, invisible to their enemies' -- i.e. deliberately built into difficult, hard-to-reach cliff faces for defensive purposes, and the paper notes these caves still 'require a reform related to visitor safety.'"
loc_00504,Cave of the cliffs of Tanougha,Moderate,Medium,"Ait Barka et al. 2022's Fig. 10(c) documents 'Cave of the cliffs of Tanougha' among the same rugged cliff-cave (Tighramt) group described as defensively inaccessible. However, the village of Tanougha itself lies on the paper's fourth geotouristic itinerary ('can be done by car, bicycle and on geo-hiking'), so reaching the general area is feasible by multiple modes even though the final approach to the cliff cave itself requires scrambling on rugged relief."
loc_00505,Cave of Foum El Ancer,Moderate,Medium,"Ait Barka et al. 2022's Fig. 10(e-f) documents 'Cave of Foum El Ancer' and a view from inside it, noting caves of 'Foum el ancer and El ksiba area are the deepest' in the study area (up to ~5 m high), within the same rugged-relief cliff-cave group. A real, named hiking trail ('Cascade foum anser') is listed on Wikiloc for this location, indicating it is reached via a marked hike rather than direct road access, but is a known, walkable destination rather than a technical/remote site."
